id,prompt,intent,task_type,reasoning_chain_detected,d1,d2,d3,d4,d5,complexity_score,tier,complexity,original_complexity,research_signals,confidence,low_confidence_flag,task_description,expected_answer,prompting_techniques,prompt_type,phrasing_style,domain,source
aug_v3_task_coding_075,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: DevOps release, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for DevOps release,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_076,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: vendor management, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for vendor management,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_077,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: vendor management, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for vendor management,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_078,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: vendor management, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for vendor management,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_079,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: vendor management, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for vendor management,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_080,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: vendor management, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for vendor management,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_summarisation_081,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: cloud infrastructure, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for cloud infrastructure,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_082,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: cloud infrastructure, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for cloud infrastructure,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_083,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: cloud infrastructure, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for cloud infrastructure,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_084,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: cloud infrastructure, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for cloud infrastructure,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_085,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: cloud infrastructure, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for cloud infrastructure,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_086,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: customer support, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for customer support,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_087,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: customer support, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for customer support,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_088,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: customer support, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for customer support,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_089,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: customer support, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for customer support,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_090,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: customer support, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for customer support,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_091,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: security operations, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for security operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_092,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: security operations, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for security operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_093,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: security operations, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for security operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_094,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: security operations, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for security operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_095,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: security operations, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for security operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_096,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: finance operations, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for finance operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_097,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: finance operations, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for finance operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
aug_v3_task_summarisation_098,"Summarize the attached incident timeline into an executive summary, root-cause bullets, customer impact, and follow-up actions. Context: finance operations, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,summarisation,True,0.5,0.5,0.75,0.0,0.75,0.5,T2,medium,,[],,False,summarisation coverage example for finance operations,,,AUGMENTED_SUMMARISATION,,,aug_v3
